CD_CIRURGIA,DS_CIRURGIA,Codigo Tabela AMB,SN_ATIVO
340,RESSECCAO CISTO OU FISTULA DE URACO,31009271,S
1769,ADRENALECTOMIA LAPAROSCOPICA,31101488,S
808,NEFRECTOMIA PARCIAL EXTRACORPOREA,31101178,S
1743,NEFROLITOTRIPSIA EXTRACORPOREA 1A.SESSAO,31101240,S
2244,NEFROLITOTRIPSIA EXTRACORPOREA OPERADOR,31101240,S
1180,FISTULA URETERO-INTESTINAL - TRAT CIRURGICO,31102115,S
2064,RETIRADA ENDOSCOPIA DE CALCULO DE URETER,31102220,S
1857,CALCULO EM URETER - EXTRACAO ENDOSCOPICA,31102220,S
3186,URETEROCELE UNILATERAL ENDOSCOPICA,31102263,S
2108,URETEROCELE UNILATERAL: RESSECCAO ENDOSC,31102263,N
2260,URETEROCELES - TRATAMENTO ENDOSCOPICO,31102263,N
1150,URETEROCELE BILATERAL - RESSECCAO ENDOSCOPICA,31102263,S
1832,URETERORRENOLITOTOMIA,31102352,S
1826,URETEROTOMIA INTERNA PERCUTANEA,31102433,S
2297,CISTECTOMIA RADICALL C/ LINFADENECTOMIA PELVICA,31103073,N
2293,CISTECTOMIA RADICAL C/ LINFADENECTOMIA PELVICA,31103073,S
3130,CISTOLITOTRIPISIA A LASER,31103561,S
2298,LITOTRIPSIA,31103138,S
1472,CISTOLITOTRIPSIA PERCUTANEA MECANICA,31103138,S
1072,CISTOLITOTRIPSIA PERCUTANEA P/ ONDA CHOQ,31103138,S
1852,CISTOSTOMIA C/PROCEDIMENTO ENDOSCOPICO,31103189,S
1362,INCONTINENCIA URINARIA - TRAT CIRURGICO SUPRA-PUBICO,31103359,S
223,RESSECCAO TUMOR DE PAROTIDA COM CONSERVACAO DO NERVO FACIAL,30204046,S
2689,PAROTIDECTOMIA TOTAL AMPLIADA EM ONCOLOGIA,30204054,S
876,PAROTIDECTOMIA TOTAL C/ OU S/ RECONSTRUCAO,30204054,S
201,EXENTERACAO - PAROTIDECTOMIA E ESVAZIAMENTO,30204054,S
877,PAROTIDECTOMIA TOTAL C/CONSERVACAO DO NERVO FACIAL,30204062,S
874,RESSECCAO TUMOR DE PAROTIDA COM RECONSTRUCAO DO NERV FACIAL,30204070,S
875,PAROTIDECTOMIA TOTAL,30204089,S
2024,EXERESE RANULA SALIVAR,30204097,S
643,EXERESE CALCULO DE CANAL SALIVAR,30204097,S
926,RESSECCAO TUMOR DE PEQUENAS GLANDULAS SUBLINGUAIS,30204100,S
221,RESSECCAO TUMOR DE GLANDULA SUB-LINGUAL,30204100,S
2015,ABSCESSO FARINGEO - QUALQUER AREA,30205018,S
602,AMIGDALECTOMIA COM ADENOIDECTOMIA,30205034,S
600,ADENOIDECTOMIA,30205042,S
1853,ADENOMASTECTOMIA SUBCUTANEA (UNI/BILAT),30205271,N
601,AMIGDALECTOMIA DAS PALATINAS,30205050,S
642,AMIDALECTOMIA LINGUAL,30205069,S
3110,CAUTERIZACAO DE UMBIGO,30205085,S
640,CORPO ESTRANHO FARINGE - RETIRADA C/ANEST GERAL,30205107,S
268,FARINGOLARINGECTOMIA ESVAZ CERV E RECONS,30205140,S
256,FARINGOLARINGECTOMIA,30205140,S
2290,FARINGO-LARINGO-ESOFAGECTOMIA TOTAL,30205158,S
1629,FARINGOLARINGECTOMIA ESVAZ BILAT,30205158,S
1628,FARINGOLARINGECTOMIA ESVAZ UNIL,30205158,S
2233,FARINGOLARINGECTOMIA ,30205158,N
236,EXTIRPACAO DE TUMOR RINOFARINGE,30205166,S
235,RESSECCAO TUMOR DO FARINGE COM RECONSTRUCAO,30205174,N
190,RESSECCAO TUMOR FARINGE - VIA BUCAL OU NASAL,30205174,S
237,RESSECCAO TUMOR DA FARINGE - BASE DA LINGUA,30205182,S
148,OPER COMP BOCA BILAT C/ESVAZIAMENTO CERV,30205239,S
641,TUMOR BENIGNO DE FARINGE RESSECCAO,30205239,S
644,UVULOPALATO-FARINGOPLASTIA,30205247,S
1685,UVULOPALATOFARINGOPLASTIA C/ TEC COMPLEM,30205263,S
1579,ALARGAMENTO DE TRAQUEOTOMIA ,30206014,S
1570,ARITENOIDECTOMIA MICROCIRURGICA ,30206022,S
1574,ARITENOIDECTOMIA/ ARITENOPEXIA VIA EXTER,30206030,S
292,LARINGECTOMIA HORIZONTAL SUPRA GLOTICA,30206120,N
286,LARINGECTOMIA PARCIAL - CORDECTOMIA,30206120,S
2789,LARINGECTOMIA TOTAL C/ ESVAZIAMENTO CERVICAL EM ONCOLOGIA,30206138,S
1609,LARINGECTOMIA PARCIAL/TOT ESVAZ UNILAT,30206138,N
1610,LARINGECTOMIA C/ ESVAZIAMENTO - UNI OU BILATERAL,30206138,S
1601,LARINGECTOMIA PARCIAL OU TOTAL,30206138,N
288,LARINGECTOMIA TOTAL,30206138,S
1600,LARINGOFISSURA C/ CORDECTOMIA,30206170,S
149,LARINGOFISSURA,30206170,S
1599,LARINGOTRAQUEOPLASTIA ,30206200,S
1558,MICROCIRURGIA C/ LASER P/ REMOCAO LESAO,30206219,S
1557,MICROCIRURGIA C/ LASER P/ RESSEC LESAO,30206227,S
1555,MICROCIRURGIA P/ DECORTICACAP OU TRAT EDEMA RE,30206235,S
1556,MICROCIRURGIA P/ REMOCAO CISTO/LESAO INTRACORDAL,30206243,S
1554,MICROCIRURGIA PARA RESSECCAO DE PAPILOMA,30206251,S
3117,RESSECCAO DE GRANULOMA,30206260,S
1686,"MICROCIRURGIA P/ RESSEC POLIPO,MOD,GRANU",30206260,S
1569,MICROCIRURGIA P/ TRAT PARALIS PREGA VOCA,30206278,S
1608,RECONST PARA FONACAO,30206294,S
289,LARINGECTOMIA TOTAL COM RECONSTRUCAO PAR,30206294,S
1952,TIROPLASTIA TIPO 1 C/ ROTACAO ARITENOIDE,30206308,S
2232,TIROPLASTIA TIPO 1 SIMPLES ,30206316,S
1577,TIROPLASTIA TIPO 2 OU 3 ,30206324,S
3167,URETEROSCOPIA RIGIDA UNILATERAL,40201287,S
2429,URETEROLITOTRIPSIA TRANSUERETEROSCOPICA,40201287,S
1881,COLOCACAO PROTESES TRAQUEAIS E BRONQUICA POR ENDOSCOPIA,40202127,S
2205,RETENCAO POR COAGULO: ASPIRACAO VESICAL,31103430,S
3121,RESSECCAO DE TUMORES MULTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA,31103456,S
2647,RESSECCAO DE TUMOR VESICAL A CEU ABERTO EM ONCOLOGIA,31103456,S
2082,TUMOR VESICAL - RESSECCAO ENDOSCOPICA,31103456,S
2263,VESICOSTOMIA CUTANEA ,31103464,N
1497,VESICOSTOMIA CUTANEA,31103464,S
2261,URETROCISTOSCOPIA C/S BIOPSIA ,31104126,S
2330,TUMOR URETRAL - EXCISAO,31104185,S
2329,URETROPLASTIA POSTERIOR,31104207,S
2307,URETROTOMIA INTERNA,31104223,S
2262,URETROTOMIA ENDOSCOPICA ,31104223,S
80,ESOFAGOPLASTIA POR TRANSPLANTE COM MICROCIRURGIA,31001033,S
142,DIVERTICULECTOMIA TORACICA,31001238,S
2322,DEGASTROGASTRECTOMIA SEM VAGOTOMIA,31002048,S
2326,GASTRECTOMIA POLAR SUPERIOR C/ TORACTOMIA,31002099,S
2325,VAGOTOMIA GASTRICA PROXIMAL/SUPERS C/DUO,31002269,S
68,VAGOTOMIA SUPERSELETIVA,31002277,S
43,AMPUTACAO RETO POR PROCIDENCIA,31003028,S
2461,APENDICECTOMIA VIDEOLAPAROSCOPICA,31003583,S
1444,ATRESIA COLON PED -TRAT CIRURGICO,31003095,S
11,CIRURGIA DE ABAIXAMENTO (QUALQUER TECNICA),31003133,S
285,ENTEROTOMIA E/OU ENTERORRAFIA QQ SEGMENTO,31003320,S
215,ESVAZIAMENTO PELVICO TOTAL,31003354,S
2102,RECONST NARIZ C/ RETALHO FRONTAL (2 EST,30501300,S
1109,RECONST NARIZ C/ RETALHO FRONTAL EXPAND,30501300,S
1106,RECONST TOTAL DO NARIZ,30501300,S
1025,RESSECCAO SUBMUCOSA DO SEPTO-NASAL,30501369,S
1329,SEPTOPLASTIA,30501369,S
2006,DESCOMPRESSAO TRANSETMOIDAL CANAL OPTICO,30502063,S
2007,ETMOIDECTOMIA EXTERNA,30502071,S
711,FISTULA ORO-NASAL: TRATAMENTO CIRURGICO,30502128,N
591,FISTULA ORONASAL - TRATAMENTO CIRURGICA,30502128,S
2758,MAXILECTOMIA C/ OU S/ ESVAZIAMENTO ORBITARIO EM ONCOLOGIA,30502136,S
513,SINUSECTOMIA FRONT C/ RETALHO OSTEOPL/CO,30502217,S
735,ESTERNECTOMIA COM OU SEM PROTESE,30601045,S
780,RECONST PAREDE TORACICA C/ RETALHO CUTANEO,30601100,S
818,TORACOTOMIA P/ ACESSO PROCEDIM ORTOPEDIC,30601193,S
904,EXTIRPACAO DE TUMOR OU ADENOMA,30602092,N
504,TUMOR E/OU ADENOMA DE MAMA: EXTIRPACAO,30602092,S
2783,MASTECTOMIA SIMPLES EM ONCOLOGIA,30602157,S
2350,MASTECTOMIA SIMPLES,30602157,S
906,MASTECTOMIA COM LINFADENECTOMIA,30602157,S
466,MASTECTOMIA SIMPLES,30602157,N
1571,EXCISAO DE DUCTOS PRINCIPAIS DA MAMA,30602300,N
1190,EXCISAO DUCTOS PRINCIPAIS DA MAMA,30602300,S
1712,ESTENOSE TRAQUEAL,30206359,S
1598,TRATAMENTO CIRUR DE TRAUMA LARINGEO,30206367,S
2085,FRATURA SIMPLES MANDIBULA C/CONTENCAO E BLOQUEIO,30207088,S
834,FRATURA COMINUTIVA MANDIBULA - RED CIR URGICA C/FIXACAO,30207118,S
871,"FRATURA MAXILA, TIPO LEFORT I E II - REDUCAO E APLICACAO",30207142,S
872,"FRATURA MAXILA,TIP LEFORT III - REDUCAO E APLICACAO",30207150,S
713,FRATURA ARCO ZIGOMATICO - RED CIRURGICA C/FIXACAO,30207070,S
562,FRATURA SEIO FRONTAL - RED S/ FIXACAO,30207061,S
2116,FRATURA ARCO ZIGOMATICO - RED INSTRUMENTAL S/FIXACAO,30207061,S
873,FRATURA LEFORT I - FIXACAO CIRUR C/SINTESE OSSEA,30207169,S
1462,FRATURA LEFORT II - FIXACAO CIRUR C/SINTESE OSSEA,30207177,S
1463,FRATURA LEFORT III - FIXACAO CIRUR C/ SINTESE OSSEA,30207185,S
522,FRATURA NASO ETMOIDO ORBITARIO - UNILATERAL,30207100,S
833,FRATURA SIMPLE MANDIBULA - RED CIRURGICA C/FIXACAO,30207096,S
2791,FRATURA COMPLEXA DA MANDIBULA,30207126,S
2389,FRATURA DE MANDIBULA,30207126,S
835,FRATURA COMPLEXA MANDIBULA - RED CIRURGICA C/FIXACAO,30207126,S
1464,FRATURA MULTIPLA TERCO MEDIO FACE - FIXACAO CIRURGICA,30207207,S
1465,FRATURA COMPLEXA TERCO MEDIO FACE - FIXACAO CIRURGICA,30207207,S
1684,REDUCAO FRATURA SEIO FRONTAL - ACESSO CORONAL,30207045,S
2231,REDUCAO FRATURA SEIO FRONTAL-  ACESSO FRONTAL,30207037,S
662,FRATURA SEIO FRONTAL - REDUCAO C/ FIXACAO P/ACESSO FRONTAL,30207037,S
712,FRATURA MALAR - REDUCAO CIRURGICA C/FIXACAO,30207029,S
1683,REDUCAO FRATURA MALAR C/ FIXACAO,30207029,S
1983,FRATURA MALAR - REDUCAO INSTRUM S/ FIXACAO,30207010,S
1682,REDUCAO FRATURA MALAR SEM FIXACAO,30207010,S
1530,ARTROPLASTIA P/ LUXACAO RECIDIVANTE ATM,30208017,S
1531,OSTEOPLASTIA P/ PROGNATISMO/ MICROGNATIS,30208025,S
751,OSTEOTOMIAS CRANEO-MAXILARES COMPLEXAS,30208084,S
518,OSTEOTOMIA TIPO LEFORT I,30208050,S
519,OSTEOTOMIA TIPO LEFORT II,30208068,S
832,OSTEOTOMIA TIP LEFORT III EXTRA CRANEAN,30208076,S
3097,OSTEOTOMIAS ALVEOLO PALATINAS,30208033,S
1532,OSTEOTOMIAS ALVEOLO PALATINAS,30208033,S
786,OSTEOTOMIA SEGMENTAR MAXILA/ MALAR,30208041,S
787,RECONST PARC MANDIBULA C/ ENXERTO OSSEO,30208106,S
1003,RECONSTRUCAO TOTAL DE MANDIBULA/MAXILA,30208114,S
2118,REDUCAO SIMPLES LUXACAO DA ARTICULACAO TEMPORO MANDIBULAR,30208092,S
1208,TRANSLOCACAO ETMOIDO ORBITARIA PARA TRAT,30208130,S
1207,TRATAMENTO CIRUR ANQUILOSE ART TEMPORO,30208122,S
1765,TRATAMENTO RADICAL OSTEOCONDRITE REB COS,30209048,S
1230,OSTEOPLASTIA DA ORBITA,30209048,S
2509,ARTROPLASTIA DA ARTICULACAO TEMPORO-MANDIBULAR (RECIDIVANTE OU NAO) - ORTOGNATICA,30209021,S
2123,OSTEOPLASTIA DA MANDIBULA,30209021,S
3191,FRATURA DE COMPLEXO ZIGOMATICO,30209030,S
2087,OSTEOPLASTIA DO MALAR E ARCO ZIGOMATICO,30209030,S
1209,OSTEOPLASTIAS DO ETMOIDO ORBITARIAS,30209013,S
2760,RESSECCAO AMPLIADA DE TUMORES DE PARTES MOLES EM ONCOLOGIA,30210020,S
3170,"HEMIATROFIA FACIAL, CORRECAO COM ENXERTO DE GORDURA OU IMPLANTE",30210011,S
1258,PARALISIA FACIAL REANIMACAO C/MUSC TEMPORAL - REGIAO ORAL C/NEUROTIZACAO,30210054,S
1640,ANASTOMOSE ESPINO-FACIAL,30210054,S
2072,PARALISIA FACIAL REANIMACAO C/ MUSC TEMPORAL - REGIAO ORAL S/NEUROTIZACAO,30210038,S
1259,PARALISIA FACIAL REANIMACAO C/MUSC TEMPORAL - REGIAO ORBITAL C/NEUROTIZACAO,30210062,S
1639,ANASTOMOSE HIPOGLOSSO-FACIAL,30210062,N
1169,PARALISIA FACIAL (SUSP HEMI-FACE)TRA CIR,30210062,S
634,ANASTOMOSE HIPOGLOSSO-FACIAL,30210062,S
1257,PARALISIA FACIAL REANIMACAO C/MUSC TEMPORAL - REGIAO ORBITAL S/NEUROTIZACAO,30210046,S
3088,RETOSSIGMOIDECTOMIA POR VIDEOLAPAROSCOPIA,31003796,S
2020,FISTULECTOMIA ANAL EM DOIS TEMPOS,31004121,S
1459,PROLAPSO RETAL PED - TRAT CIRURGICO,31004261,S
12,PRURIDO ANAL - TRATAMENTO CIRURGICO,31004326,S
1938,COLEDOCO OU HEPATICOPLASTIA,31005160,S
343,DRENAGEM BILIAR TRANS-HEPATICA,31005241,S
341,CATETERISMO ARTERIAL PARA QUIMIOTERAPIA,31005080,S
352,LOBECTOMIA HEPATICA ESQUERDA,31005306,S
118,SEGMENTECTOMIAS HEPATICAS,31005390,S
119,TRISSEGMENTECTOMIAS,31005438,S
917,PANCREATOTOMIA PARA DRENAGEM,31006051,S
3174,GASTRODUODENOPANCREATECTOMIA EM ONCOLIGIA,31006060,S
1962,PANCREATECTOMIA PARCIAL,31006060,S
2713,DUODENOPANCREATECTOMIA EM ONCOLOGIA,31006078,S
2797,PANCREATO-DUODENECTOMIA COM LINFADENECTOMIA,31006078,S
915,PANCREATO-DUODENECTOMIA,31006078,S
2033,PSEUDOCISTO PANCREAS PED - DRENAGEM INTERNA,31006116,S
2453,RETIRADA DE CATETER DE TENCKHOFF,31008097,S
806,ANGIOPLASTIA RENAL TRANSLUMINAL,31101054,S
1311,FISTULA PIELOCUTANEA: TRATAMENTO CIRURGI,31101119,S
2650,NEFRECTOMIA PARCIAL EM ONCOLOGIA,31101160,S
1136,NEFRECTOMIA PARCIAL,31101160,S
3098,NEFRECTOMIA RADICAL POR VIDEOLAPAROSCOPIA,31101550,S
1543,PIELOLITOTOMIA C/ NEFROLITOTOMIA ANATROFICA,31101330,S
1490,PIELOPLASTIA TRANS-NEFROSCOPICA,31101364,S
2150,PIELOPLASTIA NO LACTENTE ,31101364,S
1049,PIELOPLASTIA TRANS-URETEROSCOPICA,31101364,S
1012,PIELOPLASTIA,31101364,S
1013,REVASCULARIZACAO RENAL,31101410,N
391,REVASCULARIZACAO ARTERIA RENAL,31101410,S
1017,TRATAMENTO CIRUR FISTULA PIELOINTETINAL,31101445,S
2047,TUMOR RETROPERITONIAL MALIGNO EXERESE,31101470,S
1054,MEATOTOMIA ENDOSCOPIA UNILATERAL,31102131,S
2257,REIMPL URETER UNILATERAL - VIA  TRANSVESICAL,31102204,S
2245,REIMPL URETERO-VESICAL BILATERAL,31102204,S
1773,REIMPLANTE URETERO-VESICAL UNILATERAL,31102204,S
3120,TRANSURESTEROSTOMIA,31102239,S
1831,URETEROSIGMOIDOPLASTIA,31102409,S
1357,URETEROSTOMIA CUTANEA UNILATERAL,31102425,S
1032,URETEROTOMIA CIRURGICA,31102425,S
2316,URETEROURETEROSTOMIA CUTANEA,31102476,N
1356,URETEROENTEROSTOMIA CUTANEA BILATERAL,31102476,S
1179,URETEROURETEROSTOMIA,31102476,S
857,URETEROENTEROSTOMIA URETRAL C/ RESERVAT,31102476,S
1326,URETEROENTEROSTOMIA UNILATERAL,31102476,S
1849,"CISTOLITOTRIPSIA TRANSURETRAL US,EH,EC)",31103146,S
858,CISTOLITOTRIPSIA TRANSCISTOSCOPICA MECAN,31103146,S
2275,CORPO ESTRANHO - EXTRACAO CEU ABERTO,31103227,S
2294,FISTULA VESICO RETAL TRAT CIRURGICO,31103308,S
1789,NEOBEXIGA CUTANEA CONTINENTE,31103480,S
2431,COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA,40201074,S
1879,COLOCACAO CANULAS SOB ORIENTACAO ENDOSCO,40202097,S
1880,COLOCACAO CATETER PARA BRANQUITERAPIA EN,40202100,S
2292,BRONCOSCOPIA FLEXIVEL EXERESE ENDOSC TUM,40202593,S
2346,BRONCOSCOPIA RIGIDA RETIRADA CORPO EST,40202593,S
1522,RETIRADA TUMOR/PAPILOMA POR BRONCOSCOPIA,40202593,S
1448,BRONCOSCOPIA RIGIDA C/RETIRADA DE PAPILO,40202593,S
2276,CALCULO EM PELVE RENAL - EXTRACAO ENDOSCOPICA,31104045,S
1236,CALCULO/CORPO ESTR URETRA - EXTRACAO ENDOSCOPICA,31104045,S
1296,INCONTINENCIA URINARIA MASCULINA - TRAT CIRURURGICO,31104118,S
1322,NEOURETRA PROXIMAL (CISTOURETROPLASTIA),31104150,S
2708,ESOFAGOGASTRECTOMIA SEM TORACOTOMIA EM ONCOLOGIA,31001297,S
2706,ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA,31001297,S
361,RESSECCAO ESOFAGO CERVICAL OU TORACICO,31001297,S
2251,FISTULA TRAQ ESOF PED - VIA CERVICAL,31001106,N
1711,FISTULA TRAQUEO ESOFAGICA - TRAT CIRURGICO VIA CERVICAL,31001106,S
1896,RESSECCAO ESOFAGO CERVICAL ESVAZ GAN BIL,31001157,S
2710,GASTRECTOMIA TOTAL EM ONCOLOGIA,31002110,S
2323,GASTRECTOMIA TOTAL COM LINFADECTOMIA,31002110,S
1425,MEMBRANA ANTRAL PED - TRAT CIRURGICO,31002188,S
67,PILOROPLASTIA,31002196,S
2137,ANOMA ANORRETAL PED - TRAT CIRURGICO VIA PERINE,31003052,S
2186,ATRESIA JEJUNAL PROXIMAL PED -TRAT CIRURGICO,31003125,S
2189,COLOSTOMIA PEDIATRICA,31003214,S
1922,ILEOSTOMIA CONTINENTE (QUALQUER TECNICA),31003214,S
975,JEJUNOSTOMIA,31003214,S
283,COLOSTOMIAS,31003214,S
131,CULDOSCOPIA/COLPOPERINEOPLASTIA POSTERIOR,31004300,S
128,COLPOPERINEOPLASTIA POSTERIOR,31004300,S
1923,COLECISTECTOMIA SEM COLANGIOGRAFIA,31005128,S
992,COLECISTOJEJUNOSTOMIA,31005136,S
1261,RECONST C/RET AXIAL ARTERIA TEMP SUPERCI,30210089,S
3134,IMPLANTE DENTARIO,30210070,S
1260,RECONST C/RET AXIAL SUPRA ORBIT/SUP TRCL,30210070,S
202,EXENTERACAO DE ORBITA COM ENXERTO OU RETALHO,30210070,S
1037,RECONST COM RETALHOS EM VY DE PEDICULO,30210097,S
1343,RECONST COM ROTACAO DO MUSCULO TEMPORAL,30210100,S
1976,BIOPSIA MANDIBULA,30211018,S
929,RESSECCAO PARC DA MAND COM ENXERTO OSSEO,30211042,S
928,RESSECCAO PARC DA MAND(SEGMENTAR OU SECC,30211042,S
1144,HEMIMANDIBULECTOMIA OU RESSECCAO SECCION MANDI,30211042,S
349,HEMIMANDIBULECTOMIA COM ENXERTO OSSEO,30211042,S
1939,GLOSSECTOMIA/PELVECT/MANDIBULE - ESVAZIAMENTO BILATERAL,30211050,S
1146,MANDIBULECTOMIA C/ OU S/ESVAZIAMENTO ORB RINOTIM,30211050,S
1145,MANDIBULECTOMIA TOTAL SUB S/ ESV GANCLI,30211050,S
350,MANDIBULECTOMIA - RECONSTRUCAO A CUSTA OSTOEO,30211050,S
2697,MANDIBULECTOMIA PARCIAL EM ONCOLOGIA,30211034,S
930,HEMIMANDIBULECTOMIA,30211034,S
893,ESVAZIAMENTO CERVICAL RADICAL - BILATERAL,30212030,S
892,ESVAZIAMENTO CERVICAL RADICAL - UNILATERAL,30212030,S
894,ESVAZIAMENTO CERVICAL RADICAL - AMPLIADO,30212049,S
2042,LARINGECTOMIA HORIZONTAL SUPRA GLOTICA C,30212057,N
1964,FARINGOLARINGECTOMIA ESVAZ CERV UNIL,30212057,S
891,ESVAZIAMENTO CERVICAL PARCIAL - UNILATERAL,30212057,S
267,FARINGOLARINGECTOMIA ESVAZ CERV BILAT,30212057,S
293,LARINGECTOMIA HORIZONTAL SUPRA GLOTICA,30212057,S
291,LARINGECTOMIA TOTAL COM ESVAZIAMENTO CER,30212057,N
290,LARINGECTOMIA TOTAL COM ESVAZIAMENTO CERVICAL,30212057,S
879,64,30212065,S
566,EXERESE CISTO BRANQUIAL,30212065,S
880,EXERESE CISTO OU FISTULA TIREOGLOSSO,30212073,S
567,EXERESE CISTO TIREOGLOSSO,30212073,S
881,EXERESE TUMORES BENIGNOS,30212081,S
2507,LINFADENECTOMIA  SELETIVA GUIADA (LINFONODO SENTINELA) EM ONCOLOGIA,30212090,S
219,LINFADENECTOMIA PROFUNDA,30212090,S
2164,EXERESE - NEUROBLASTOMA CERVICAL,30212111,S
2114,RECONSTRUCAO DE ESOFAGO CERVICAL C/ RETALH MUSC/M,30212138,S
882,RESSECCAO TUMOR GLOMICO,30212146,S
606,RETRACAO CICATRICIAL - VARIOS ESTAGIOS,30212154,S
605,RETRACAO CICATRICIAL CERVICAL - UM ESTAGIO,30212154,S
658,CORRECAO RETRACAO CERVICAL C/ AUXILIO EXPANSOR,30212162,S
1991,TORCICOLO CONGENITO-CIRURGICO ,30212170,N
609,TRAT CIRUR DE TORCICOLO CONGENITO,30212170,N
546,TORCICOLO CONGENITO MUSC - TRAT CIRURGICO,30212170,S
608,TRAT CIRUR FISTULA P/ APROXIM BORDAS,30212197,S
607,TRAT CIRUR FISTULA C/ RETALHO CUTANEO,30212197,S
244,BIOPSIA TIREOIDE,30213010,S
273,BOCIO INTRATORACICO EXPIRACAO POR VIA,30213029,S
2179,TIREOIDECTOMIA PARCIAL BILATERAL ,30213045,N
2178,TIREOIDECTOMIA PARCIAL UNILATERAL ,30213045,N
988,TIREOIDECTOMIA PARCIAL BILATERAL,30213045,S
274,TIREOIDECTOMIA PARCIAL UNILATERAL,30213045,S
2695,TIREOIDECTOMIA TOTAL EM ONCOLOGIA,30213053,S
2475,TIREOIDECTOMIA TOTAL,30213053,S
2128,TIREOIDECTOMIA TOTAL ESVAZIAMENTO UNILAT,30213053,N
2181,TIREOIDECTOMIA TOTAL ESVAZ BILAT,30213053,N
2180,TIREOIDECTOMIA TOTAL,30213053,N
1963,TIREOIDECTOMIA TOTAL,30213053,S
234,TIREOIDECTOMIA TOTAL BILATERAL C/ ESVAZIAMENTO GANGLIONAR,30213053,S
233,TIREOIDECTOMIA TOTAL UNILATERAL C/ ESVAZIAMENO,30213053,S
296,BIOPSIA PARATIREOIDE,30214017,S
2209,PARATIREOIDECTOMIA ESVAZ SERV UNILAT,30214025,S
2207,PARATIREOIDECTOMIA COM EXTERNOTOMIA ,30214025,N
312,PARATIREOIDECTOMIA COM ESTERNOTOMIA,30214025,S
2130,PARATIREOIDECTOMIA TOTAL COM IMPLANTE DE,30214033,S
2206,ADENOMA DA PARATIREOIDE - RESSECCAO ,30214041,S
192,PARATIREOIDECTOMIA ESVAZ CERVIC BILAT,30214041,S
191,PARATIREOIDECTOMIA ESVAZ CERVIC UNIL,30214041,S
1844,PARATIREOIDECTOMIA SUBTOTAL ,30214050,N
311,PARATIREOIDECTOMIA SUBTOTAL,30214050,S
2950,CRANIOPLASTIA,30215013,S
2000,CRANIOPLASTIA,30215013,S
2952,CRANIOTOMIA DESCOMPRESSIVA,30215021,S
439,CRANIOTOMIA DESCOMPRESSIVA,30215021,S
2949,CRANIECTOMIA POR TUMOR OSSEO,30215030,S
1625,CRANIOTOMIA PARA TUMORES OSSEOS,30215030,S
1165,TUMOR OSSEO CRANIO C/ CRANIOPLAS CRANIEC,30215030,S
3030,RECONSTRUCAO CRANIANA / CRANIO-FACIAL,30215048,S
1626,RECONST CRANIANA OU CRANIO-FACIAL,30215048,S
3034,RETIRADA DE PLACA DE CRANIOPLASTIA,30215056,S
448,CRANIOPLASTIA - RETIRADA DE PLACA,30215056,S
447,CRANIOSSINOTOSE - TRATAMENTO CIRURGICO,30215072,S
496,FRATURA ABOBADA C/ LESAO MENINGO-CORTIC,30215080,S
433,AFUNDAMENTO SEIO FRONTAL TRAT CIRUR,30215080,S
1223,OSTEOMIELITE CRANIO - TRAT CIRURGICO,30215099,S
1252,BLEFARORRAFIA DEFINITIVA,30301033,S
2384,CALAZIO,30301041,S
1815,EXERESE DE UNHA ENCRAVADA,30301050,S
1814,CANTOPLASTIA MEDIAL,30301068,S
1273,COLOBOMA - COM PLASTICA,30301076,S
1114,CORRECAO CIRURGICA DE ENTROPIO OU ECTROPIO,30301084,S
1913,CORRECAO CIRURGICA DE ENTROPIO OU ECTROPIO,30301084,N
225,CORRECAO CIRURGICA ENTROPIO OU ECTROPIO,30301084,S
677,EPISTAXE CAUTERIZACAO ARTERIA ESFENOPALATINA C/MICROSCOPIO,30501121,S
1653,REDUCAO FRATURA NASAL - TRAT CIRURGICO C/ANEST GERAL,30501237,S
1309,RINOPLASTIA REPARADORA,30501342,S
1024,RINOPLASTIA REPARADORA NAO ESTETICA,30501342,S
510,SINUSOTOMIA FRONTAL INTRANASAL,30502268,S
1410,ABSCESSO MAMA: INCISAO E DRENAGEM,30602050,N
942,ABSCESSO MAMA - INCISAO E DRENAGEM,30602050,S
2362,CURATIVO PERINEAL,20104081,S
136,HISTEROSCOPIA DIAGNOSTICA,40201155,S
1893,LAPAROSCOPIA EM AUSENCIA TESTICULAR,40201163,S
151,LAPAROSCOPIA DIAGNOSTICA - 1 OU 2 PUNCOES,40201163,S
77,COLEDOSCOPIA INTRA-OPERATORIA,31005195,S
2190,DERIVACAO PORTO SISTEMICA PED,31005209,S
183,ABSCESSO OU CISTO HEPATICO - DRENAGEM EXTERNA,31005322,S
94,RESSECCAO TUMOR DE VIA BILIAR COM HEPATECTOMIA,31005373,S
918,PANCREATORRAFIA,31006094,S
241,DIASTASE DOS RETOS ABDOMINAIS - TRAT CIRURGICO,31009050,S
3089,HERNIORRAFIA RECIDIVANTE,31009140,S
333,HERNIORRAFIA RECIDIVANTE,31009140,S
295,RESSECCAO CISTO OU FISTULA OU RESTOS DO,31009280,S
2139,ESTENOSE JUNCAO PIELOURETERAL-CIRURGICO ,31101100,S
1770,NEFRECTOMIA LAPAROSCOPICA UNILATERAL,31101585,S
